dataset,annotation,bootstrap_estimate,bootstrap_error,bt_value,bp_value,bias_corrected_estimate,CI_lo,CI_hi,annotation.y,Class,Description,NCells,Neurotransmitter,Probable_location,Region,LeafOrder,TaxonomyRank1,TaxonomyRank2,TaxonomyRank3,TaxonomyRank4,Comment,TaxonomyRank4_reduced1,tax_order_idx_mb_fig1c,Neurotransmitter_class,Neurotransmitter_class_linnarson,nt.Acetylcholine,nt.Adrenaline,nt.Dopamine,nt.GABA,nt.GLYT1,nt.GLYT2,nt.Missing,nt.Nitric oxide,nt.Noradrenaline,nt.Serotonin,nt.VGLUT1,nt.VGLUT2,nt.VGLUT3,name_clean,category,fdr_significant
tabula_muris.sem_mean,Skin.epidermal_cell,-1.992707057042253e-6,1.0437832856005306e-6,-1.9091195313553697,0.9718766631446207,-2.0765703340679713e-6,-4.121615153547838e-6,2.8169770449730853e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin.epidermal_cell,dummy_category,FALSE
tabula_muris.sem_mean,Brain_Non.Myeloid.endothelial_cell,-2.852742225136629e-6,1.4929454623479583e-6,-1.9108147598708098,0.9719858048801292,-2.7109060952482725e-6,-5.786230837712449e-6,-1.664625930027969e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brain_Non.Myeloid.endothelial_cell,dummy_category,FALSE
tabula_muris.sem_mean,Tongue.keratinocyte,-2.131109344369569e-6,1.1143227926600716e-6,-1.9124703886584435,0.97209205641482,-2.2228103141495196e-6,-4.419980692371686e-6,-8.664909787680328e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tongue.keratinocyte,dummy_category,FALSE
tabula_muris.sem_mean,Skin.basal_cell_of_epidermis,-2.1553836523831275e-6,1.1265809173213972e-6,-1.9132080254899506,0.9721392867422365,-2.3580907307738404e-6,-4.196894727277594e-6,4.067081653326497e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin.basal_cell_of_epidermis,dummy_category,FALSE
mousebrain_all.sem_mean,HYPEP6,-2.224045931806008e-6,1.1612919080793747e-6,-1.9151480487660417,0.9722631871841887,-2.2256167728226704e-6,-4.776695899307379e-6,2.110092575079173e-8,HYPEP6,Neurons,"Orexin-producing neurons, hypothalamus",32,Nitric oxide,Dorsomedial nucleus of the hypothalamus,Hypothalamus,74,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Cholinergic and monoaminergic neurons,nan,Cholinergic and monoaminergic neurons,18,Nitric oxide,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,HYPEP6,Neurons,FALSE
tabula_muris.sem_mean,Bladder.bladder_cell,-1.9300402487002185e-6,9.994123785091324e-7,-1.9311750486614392,0.973269295735973,-1.917081646116168e-6,-3.7249708369698506e-6,6.428444888138898e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bladder.bladder_cell,dummy_category,FALSE
mousebrain_all.sem_mean,SEPNBL,-2.354988650240945e-6,1.2165945933981376e-6,-1.9357217786601335,0.9735491071942943,-2.3990759821903003e-6,-4.529857777382807e-6,3.862557181883053e-8,SEPNBL,Neurons,"Neuroblasts, septum",117,Glutamate (VGLUT1),Triangular nucleus of septum,Pallidum,179,Neurons,CNS neurons,Immature neural,Glutamatergic neuroblasts,nan,Neuroblasts,21,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,SEPNBL,Neurons,FALSE
tabula_muris.sem_mean,Bladder.bladder_urothelial_cell,-2.1493679236336877e-6,1.098368557014091e-6,-1.9568731368974481,0.974818807207518,-2.198772514335429e-6,-4.06849923823561e-6,5.7353614569840755e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bladder.bladder_urothelial_cell,dummy_category,FALSE
tabula_muris.sem_mean,Heart.unknown_cell_type,-2.228933626135657e-6,1.1230716737367337e-6,-1.9846762038966317,0.9764097460151191,-2.104062546632816e-6,-4.207345740686827e-6,9.989099178279947e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heart.unknown_cell_type,dummy_category,FALSE
mousebrain_all.sem_mean,CBNBL2,-2.6267163426628105e-6,1.2974854887795595e-6,-2.024466836337069,0.9785389295497431,-2.6966707567884324e-6,-5.173593686002196e-6,1.0639768394156762e-7,CBNBL2,Neurons,"Neuroblasts, cerebellum",293,NA,Cerabellum,Cerebellum,177,Neurons,CNS neurons,Cerebellum neurons,Cerebellum neurons,nan,Hindbrain neurons,12,Undefined class,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,CBNBL2,Neurons,FALSE
tabula_muris.sem_mean,Pancreas.pancreatic_D_cell,-1.5950468020057038e-6,7.823630144043475e-7,-2.0387553765180138,0.9792627760371311,-1.5963858854006553e-6,-3.106595097468353e-6,-6.409501380491298e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pancreas.pancreatic_D_cell,dummy_category,FALSE
mousebrain_all.sem_mean,HBINH1,-2.5662183360604232e-6,1.256880144465263e-6,-2.041736714006422,0.9794111725713113,-2.5505501562172693e-6,-5.017173955599272e-6,-1.1553843834126485e-7,HBINH1,Neurons,"Inhibitory neurons, hindbrain",13,"GABA, Nitric oxide","Pons, interpeduncular and tegmental nuclei in rh1",Pons,156,Neurons,CNS neurons,Di- and mesencephalon neurons,Di- and mesencephalon inhibitory neurons,nan,Di- and mesencephalon inhibitory neurons,13,Inhibitory,In,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,HBINH1,Neurons,FALSE
tabula_muris.sem_mean,Heart.myofibroblast_cell,-2.3153651714883177e-6,1.1269462678914507e-6,-2.0545479739867574,0.9800386574254285,-2.2270446622275635e-6,-4.451328700585451e-6,-1.137019427089458e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heart.myofibroblast_cell,dummy_category,FALSE
mousebrain_all.sem_mean,ENTG4,-1.6800460029947883e-6,8.009766523692537e-7,-2.097496847161882,0.9820251920109566,-1.6427877848132998e-6,-3.212950861286061e-6,-1.6089642608489192e-7,ENTG4,PeripheralGlia,Enteric glia,4044,NA,Enteric nervous system,Enteric nervous system,246,Glia,Neural crest-like glia,Neural crest-like glia,Enteric glia,"have some neuronal markers like Camk2b,Nrn1,Klk8. Foxd3 positive",Enteric glia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENTG4,PeripheralGlia,FALSE
tabula_muris.sem_mean,Marrow.regulatory_T_cell,-2.234594313856211e-6,1.0647221209259401e-6,-2.0987582299059278,0.9820808906616719,-2.098324794309703e-6,-4.451810554663286e-6,-2.0427868641525194e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marrow.regulatory_T_cell,dummy_category,FALSE
tabula_muris.sem_mean,Limb_Muscle.lymphocyte,-2.848030025178787e-6,1.3375512590317352e-6,-2.1292866392578484,0.9833847237392047,-3.0315588034499342e-6,-5.3215421193464015e-6,-3.596115018692732e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Limb_Muscle.lymphocyte,dummy_category,FALSE
tabula_muris.sem_mean,Skin.keratinocyte_stem_cell,-2.161943689577349e-6,1.009625009722967e-6,-2.1413333354039725,0.9838764166428066,-2.0559196206029063e-6,-3.968397454550884e-6,-2.0976433920528819e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin.keratinocyte_stem_cell,dummy_category,FALSE
mousebrain_all.sem_mean,MSN3,-1.992089499773954e-6,9.294370609019069e-7,-2.1433291005642388,0.9839566591455209,-2.0188725786775274e-6,-3.826868682488924e-6,-2.6155862881436577e-7,MSN3,Neurons,"D2 medium spiny neurons, striatum",1247,GABA,Striatum ventral,Striatum ventral,29,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting inhibitory neurons,nan,Telencephalon projecting inhibitory neurons,23,Inhibitory,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,MSN3,Neurons,FALSE
mousebrain_all.sem_mean,PSNP4,-2.1339908458000874e-6,9.904711346123466e-7,-2.154520986252966,0.9844003310033218,-2.1702908138825044e-6,-4.012372133726235e-6,-2.766648001556059e-7,PSNP4,Neurons,"Non-peptidergic (NP2.1), DRG",45,Glutamate (VGLUT2),Dorsal root ganglion,Dorsal root ganglion,212,Neurons,PNS neurons,Peripheral sensory neurons,Peripheral sensory non-peptidergic neurons,nan,Peripheral sensory neurons,8,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,PSNP4,Neurons,FALSE
tabula_muris.sem_mean,Large_Intestine.enteroendocrine_cell,-2.219551782770472e-6,1.0266640477331104e-6,-2.16190660194177,0.9846873119861314,-2.247668293672571e-6,-4.050304147899066e-6,-1.384655965479446e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large_Intestine.enteroendocrine_cell,dummy_category,FALSE
mousebrain_all.sem_mean,OBINH1,-1.8838122403794411e-6,8.654958429812061e-7,-2.1765699461832626,0.9852436652109573,-1.8771067956052338e-6,-3.5002577559935255e-6,-2.2921805626557498e-7,OBINH1,Neurons,"Inhibitory neurons, olfactory bulb",353,GABA,Main and accessory olfactory bulb granular layer,Olfactory bulb,38,Neurons,CNS neurons,Telencephalon interneurons,Olfactory inhibitory neurons,nan,Olfactory inhibitory neurons,20,Inhibitory,In,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,OBINH1,Neurons,FALSE
tabula_muris.sem_mean,Spleen.B_cell,-2.4463462562918256e-6,1.122787579092564e-6,-2.1788148549603306,0.9853272875186062,-2.3890325382751845e-6,-4.457749603920343e-6,-3.4452833102517806e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spleen.B_cell,dummy_category,FALSE
mousebrain_all.sem_mean,TECHO,-2.7312262062954296e-6,1.241826883779973e-6,-2.1993614745896806,0.9860738851417725,-2.6161793236102687e-6,-5.176719213059573e-6,-3.0116353872525036e-7,TECHO,Neurons,"Cholinergic interneurons, telencephalon",121,"Acetylcholine, Glutamate (VGLUT3), Nitric oxide","Striatum,Amygdala","Striatum dorsal, Striatum ventral,Amygdala",67,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Cholinergic and monoaminergic neurons,nan,Cholinergic and monoaminergic neurons,18,Excitatory,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,TECHO,Neurons,FALSE
mousebrain_all.sem_mean,MSN4,-1.9671817589351922e-6,8.906596735106971e-7,-2.20867949615501,0.9864015292159874,-1.9253643164191936e-6,-3.6279195930439846e-6,-2.462446477755163e-7,MSN4,Neurons,"D1 medium spiny neurons, striatum",1584,GABA,Striatum ventral,Striatum ventral,30,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting inhibitory neurons,nan,Telencephalon projecting inhibitory neurons,23,Inhibitory,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,MSN4,Neurons,FALSE
tabula_muris.sem_mean,Fat.natural_killer_cell,-3.131122997166672e-6,1.4134363719609123e-6,-2.215255712446928,0.9866287410944475,-3.1500447627372713e-6,-6.0715130998428516e-6,-5.892697601848252e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fat.natural_killer_cell,dummy_category,FALSE
mousebrain_all.sem_mean,TEGLU22,-1.5117419395773657e-6,6.71084469469128e-7,-2.2526850319949334,0.9878604923146095,-1.5323595562859687e-6,-2.7221712271890195e-6,-1.5842037259086703e-7,TEGLU22,Neurons,"Excitatory neurons, amygdala",958,Glutamate (VGLUT1),Basolateral amygdala,Amygdala,20,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,nan,Telencephalon projecting excitatory neurons,24,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,TEGLU22,Neurons,FALSE
tabula_muris.sem_mean,Mammary_Gland.endothelial_cell,-2.9870730767291322e-6,1.309165864368196e-6,-2.281661291383193,0.9887453274613835,-3.090066670693566e-6,-5.415721299704599e-6,-3.9182981711580916e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mammary_Gland.endothelial_cell,dummy_category,FALSE
mousebrain_all.sem_mean,MSN5,-2.3743423982982565e-6,1.039756552121842e-6,-2.2835560819048566,0.9888011833221257,-2.4237659873608174e-6,-4.460884694402807e-6,-2.689991756072753e-7,MSN5,Neurons,"Patch D1/D2 neurons, striatum",372,GABA,Striatum ventral,Striatum ventral,31,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting inhibitory neurons,nan,Telencephalon projecting inhibitory neurons,23,Inhibitory,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,MSN5,Neurons,FALSE
mousebrain_all.sem_mean,OBNBL4,-2.6751427349446406e-6,1.1661864573796061e-6,-2.293923684344289,0.9891025586411687,-2.7181028000926263e-6,-4.92328193505889e-6,-6.307735615656739e-7,OBNBL4,Neurons,"Inhibitory neurons, olfactory bulb",208,GABA,"Main olfactory bulb, glomerular layer",Olfactory bulb,43,Neurons,CNS neurons,Telencephalon interneurons,Olfactory inhibitory neurons,nan,Olfactory inhibitory neurons,20,Inhibitory,In,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,OBNBL4,Neurons,FALSE
tabula_muris.sem_mean,Spleen.T_cell,-2.3098715866796624e-6,1.0012369752905575e-6,-2.3070178625887654,0.9894730878365644,-2.313602925215345e-6,-4.346695292147169e-6,-4.1145693210091756e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spleen.T_cell,dummy_category,FALSE
mousebrain_all.sem_mean,OBINH3,-1.7933230559270989e-6,7.755870145679393e-7,-2.3122138744498133,0.9896170499657314,-1.7626312116271607e-6,-3.3455206426230975e-6,-3.7036550787437147e-7,OBINH3,Neurons,"Inhibitory neurons, olfactory bulb",786,GABA,Accessory olfactory bulb granular layer,Olfactory bulb,41,Neurons,CNS neurons,Telencephalon interneurons,Olfactory inhibitory neurons,nan,Olfactory inhibitory neurons,20,Inhibitory,In,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,OBINH3,Neurons,FALSE
mousebrain_all.sem_mean,CBPC,-2.6026468432961406e-6,1.11282894888083e-6,-2.3387662999903247,0.990326234135975,-2.49130434130891e-6,-4.698324388406006e-6,-4.370772516395344e-7,CBPC,Neurons,Purkinje cells,84,GABA,"Cerebellum, border of granular layer and molecular layer",Cerebellum,175,Neurons,CNS neurons,Cerebellum neurons,Cerebellum neurons,nan,Hindbrain neurons,12,Inhibitory,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,CBPC,Neurons,FALSE
mousebrain_all.sem_mean,ENT4,-2.348713214627572e-6,9.963474842656752e-7,-2.3573233753469185,0.9907963952165012,-2.3553448298341085e-6,-4.413876733299578e-6,-6.637100623224415e-7,ENT4,Neurons,Cholinergic enteric neurons,155,Acetylcholine,Myenteric plexus of small intestine,Enteric nervous system,185,Neurons,PNS neurons,Enteric neurons,Enteric neurons,No corresponding Marklund cluster,Enteric neurons,10,Acetylcholine,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENT4,Neurons,FALSE
mousebrain_all.sem_mean,MGL1,-1.6882267046661788e-6,7.123407204817834e-7,-2.3699707964530883,0.9911052548372615,-1.6279405084676275e-6,-3.139995789371059e-6,-3.357511705308345e-7,MGL1,Immune,Microglia,2270,NA,CNS,CNS,265,Immune cells,Immune cells,Immune cells,Microglia,nan,Immune/Microglia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MGL1,Immune,FALSE
mousebrain_all.sem_mean,PSPEP5,-2.716287633609002e-6,1.1385321098773295e-6,-2.3857804360929853,0.99147853858591,-2.696356557675168e-6,-4.9345785613252435e-6,-5.527220993429609e-7,PSPEP5,Neurons,"Peptidergic (PEP1.2), DRG",30,Glutamate (VGLUT2),Dorsal root ganglion,Dorsal root ganglion,201,Neurons,PNS neurons,Peripheral sensory neurons,Peripheral sensory peptidergic neurons,Express Slc5a7 (choline transporter),Peripheral sensory neurons,8,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,PSPEP5,Neurons,FALSE
mousebrain_all.sem_mean,MGL2,-1.5841688432110206e-6,6.604425173677925e-7,-2.398647575756871,0.9917721279728566,-1.6492173942577123e-6,-2.908167132531178e-6,-3.250537248816924e-7,MGL2,Immune,"Microglia, activated",1820,NA,CNS,CNS,264,Immune cells,Immune cells,Immune cells,Microglia,nan,Immune/Microglia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MGL2,Immune,FALSE
tabula_muris.sem_mean,Liver.hepatocyte,-2.8798081977747018e-6,1.19956171357433e-6,-2.4007169995395623,0.9918185071345408,-2.9340385147279117e-6,-5.322058169819545e-6,-6.676577033557455e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver.hepatocyte,dummy_category,FALSE
mousebrain_all.sem_mean,MOL2,-1.751581097492824e-6,7.241298857204816e-7,-2.4188769612098904,0.9922157474068727,-1.7475208209412382e-6,-3.097380008299114e-6,-4.0681902686548503e-7,MOL2,Oligos,"Mature oligodendrocytes, hindbrain",10011,NA,Pons/medulla (possible batch effect),CNS,222,Glia,CNS glia,Oligodendrocytes,Oligodendrocytes,Possible batch effect,Oligodendrocytes,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOL2,Oligos,FALSE
mousebrain_all.sem_mean,TEGLU12,-1.895832001906903e-6,7.785226232003398e-7,-2.4351662307686626,0.9925575250913625,-1.9059311230138e-6,-3.4297733744749068e-6,-4.085539143061733e-7,TEGLU12,Neurons,"Excitatory neurons, cerebral cortex",386,"Glutamate (VGLUT1,VGLUT2)","Lateral cortex layer 6: gustatory, barrel field, auditory",Cortex,6,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,nan,Telencephalon projecting excitatory neurons,24,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,TEGLU12,Neurons,FALSE
tabula_muris.sem_mean,Lung.epithelial_cell_of_lung,-2.5175815951215735e-6,1.0283740427133562e-6,-2.4481185741317972,0.9928197806238586,-2.8469971459740076e-6,-4.566875369895364e-6,-5.242307967759496e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lung.epithelial_cell_of_lung,dummy_category,FALSE
mousebrain_all.sem_mean,HYPEP7,-3.0374711214534026e-6,1.2158727318215637e-6,-2.498181793174032,0.993758392073379,-2.717256543477195e-6,-5.381711769250965e-6,-6.226242427446377e-7,HYPEP7,Neurons,"Pmch neurons, hypothalamus",13,Glutamate (VGLUT2),Lateral hypothalamic area,Hypothalamus,73,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Cholinergic and monoaminergic neurons,nan,Cholinergic and monoaminergic neurons,18,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,HYPEP7,Neurons,FALSE
tabula_muris.sem_mean,Marrow.B_cell,-3.6430154469304657e-6,1.4130288314456125e-6,-2.5781607323634326,0.9950336108074922,-3.562334675964162e-6,-6.187390077079257e-6,-4.65086165343908e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marrow.B_cell,dummy_category,FALSE
tabula_muris.sem_mean,Large_Intestine.enterocyte_of_epithelium_of_large_intestine,-3.082775990669954e-6,1.1891055213192778e-6,-2.592516757679927,0.9952361730233847,-3.1291785140811994e-6,-5.315032667668904e-6,-6.062224409368006e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large_Intestine.enterocyte_of_epithelium_of_large_intestine,dummy_category,FALSE
mousebrain_all.sem_mean,TEGLU17,-2.0324511698514306e-6,7.826496877146929e-7,-2.596884917677678,0.9952963281670087,-2.034991510746004e-6,-3.579538940078673e-6,-5.678079067857151e-7,TEGLU17,Neurons,"Excitatory neurons, cerebral cortex",784,Glutamate (VGLUT1),Piriform pyramidal,Cortex,17,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,nan,Telencephalon projecting excitatory neurons,24,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,TEGLU17,Neurons,FALSE
mousebrain_all.sem_mean,EPSC,-2.0706999351928874e-6,7.971394559034252e-7,-2.5976633321281195,0.9953069765097288,-2.020837473971406e-6,-3.6577227021655154e-6,-4.935338208277114e-7,EPSC,Ependymal,"Ependymal cells, spinal cord",414,NA,Spinal cord,Spinal cord,226,Glia,CNS glia,Astroependymal cells,Ependymal cells,"low Aqp4, many immidate early genes",Other CNS glia,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EPSC,Ependymal,FALSE
mousebrain_all.sem_mean,VECV,-2.4008170382796426e-6,9.218003275951884e-7,-2.6044870742701334,0.9953994054233801,-2.4142560028777876e-6,-4.149455354751593e-6,-5.136793896553121e-7,VECV,Vascular,"Vascular endothelial cells, venous",2780,NA,CNS,CNS,260,Vascular cells,Vascular cells,Vascular cells,Vascular endothelial cells,nan,Vascular,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VECV,Vascular,FALSE
tabula_muris.sem_mean,Marrow.immature_T_cell,-2.8637910471978083e-6,1.0969751942367938e-6,-2.6106251647652376,0.9954811553646268,-2.7765078886322443e-6,-4.8314612032895466e-6,-7.192656354294638e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marrow.immature_T_cell,dummy_category,FALSE
mousebrain_all.sem_mean,ENT6,-3.1256126484115427e-6,1.1897660582329255e-6,-2.6270817080240056,0.9956939674088037,-3.0792767677434052e-6,-5.306442222489838e-6,-8.648250311827454e-7,ENT6,Neurons,Cholinergic enteric neurons,118,Acetylcholine,Myenteric plexus of small intestine,Enteric nervous system,187,Neurons,PNS neurons,Enteric neurons,Enteric neurons,Marklund cluster #6,Enteric neurons,10,Acetylcholine,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENT6,Neurons,FALSE
mousebrain_all.sem_mean,ABC,-2.6376769458158417e-6,1.0003803891693152e-6,-2.636673983589469,0.9958138373241677,-2.700164595837759e-6,-4.609046844705723e-6,-7.405547671842645e-7,ABC,Vascular,Vascular leptomeningeal cells,137,NA,Pia/meninges surface,CNS,251,Vascular cells,Vascular cells,Vascular cells,Vascular and leptomeningeal cells,"Have Dcn,Gjb2,Ptgds. Lack Vtn,Cldn5,Lum,Col1a1 (neural crest origin is uncertain)",Vascular,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ABC,Vascular,FALSE
mousebrain_all.sem_mean,RGSZ,-2.396816168474641e-6,8.870293988618822e-7,-2.7020707222893803,0.9965545448326921,-2.4452404428020837e-6,-4.106348287500051e-6,-7.196141437668446e-7,RGSZ,Astrocytes,Subventricular zone radial glia-like cells,756,NA,"Striatum, rostral migragtory stream, olfactory bulb","Striatum dorsal,Striatum ventral",230,Glia,CNS glia,Astroependymal cells,Subventricular zone radial glia-like cells,nan,Other CNS glia,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RGSZ,Astrocytes,FALSE
mousebrain_all.sem_mean,DECHO2,-2.6938444322261203e-6,9.953920534341837e-7,-2.7063149870768384,0.9965982759797722,-2.6694354585580616e-6,-4.696702835817786e-6,-8.090221592666737e-7,DECHO2,Neurons,"Cholinergic neurons, habenula",207,"Acetylcholine,Glutamate (VGLUT1,VGLUT3)",Habenula,Thalamus,135,Neurons,CNS neurons,Di- and mesencephalon neurons,Di- and mesencephalon excitatory neurons,nan,Di- and mesencephalon excitatory neurons,14,Excitatory,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,DECHO2,Neurons,FALSE
mousebrain_all.sem_mean,ENT7,-3.5017754309026573e-6,1.2938203688632327e-06,-2.706539110973622,0.9966005713331383,-3.5954778189880867e-6,-5.857034292799832e-6,-1.0378197708941767e-6,ENT7,Neurons,"Cholinergic enteric neurons, VGLUT2",31,"Glutamate (VGLUT2),Acetylcholine",Myenteric plexus of small intestine,Enteric nervous system,188,Neurons,PNS neurons,Enteric neurons,Enteric neurons,Marklund cluster #5,Enteric neurons,10,Excitatory,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,ENT7,Neurons,FALSE
tabula_muris.sem_mean,Fat.unknown_cell_type,-2.499170762688357e-6,9.219467119706235e-7,-2.710754027579839,0.9966434797551545,-2.4606019856682303e-6,-4.494024345217817e-6,-8.031266471576601e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fat.unknown_cell_type,dummy_category,FALSE
